t,x,y,yaw
1789976551.7412715,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976551.8403742,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976551.940598,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.0411472,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.1400259,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.241379,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.341248,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.4402444,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.540587,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.641143,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.7405214,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.8414187,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976552.941674,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.0410326,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.140013,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.239937,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.3405356,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.4408376,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.5408387,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.6412559,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.7409608,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.8421493,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976553.9409146,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.0398636,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.1398659,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.2409494,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.3399224,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.4406614,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.541773,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.6405828,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.740555,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.8403645,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976554.9402835,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.0402122,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.140093,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.2402139,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.3401587,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.4399672,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.5398064,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.6407688,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.7412527,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.8405113,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976555.9402783,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976556.0405605,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976556.141506,0.4931110178696245,0.7637690824792611,-1.5479756756395504
1789976556.2405753,0.4931110178696245,0.7637690824792611,-1.5479756756395504
