t,x,y,yaw
1789976266.6630125,7.751201708707424,7.184038773802551,0.7077617266491142
1789976266.663197,7.751201708707424,7.184038773802551,0.7077617266491142
1789976266.7397885,7.751201708707424,7.184038773802551,0.7077617266491142
1789976266.8405943,7.751201708707424,7.184038773802551,0.7077617266491142
1789976266.9414713,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.0400789,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.139832,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.2398741,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.3397734,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.6027322,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.6029115,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.640462,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.7405906,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.8406417,7.751201708707424,7.184038773802551,0.7077617266491142
1789976267.9409595,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.0408056,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.139665,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.2396286,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.340324,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.4403918,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.5408044,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.6396766,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.7397857,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.8396745,7.751201708707424,7.184038773802551,0.7077617266491142
1789976268.9396324,7.751201708707424,7.184038773802551,0.7077617266491142
1789976269.04074,7.751201708707424,7.184038773802551,0.7077617266491142
1789976269.140661,7.751201708707424,7.184038773802551,0.7077617266491142
1789976269.2403085,7.751201708707424,7.184038773802551,0.7077617266491142
1789976269.3401315,7.751201708707424,7.184038773802551,0.7077617266491142
1789976269.4400115,7.751201708707424,7.184038773802551,0.7077617266491142
1789976269.5398579,7.751201708707424,7.184038773802551,0.7237617270365444
1789976269.6410043,7.751201708707424,7.184038773802551,0.7557617278114046
1789976269.7411845,7.751201708707424,7.184038773802551,0.8034010590329852
1789976269.8410864,7.751201708707424,7.184038773802551,0.8669533686056815
1789976269.9413683,7.751201708707424,7.184038773802551,0.9465056763306343
1789976270.0409632,7.751201708707424,7.184038773802551,1.0418770269766533
1789976270.1407576,7.751201708707424,7.184038773802551,1.141877029956886
1789976270.2406633,7.751201708707424,7.184038773802551,1.2418770329371185
1789976270.3400846,7.751201708707424,7.184038773802551,1.341877035917351
1789976270.4406,7.751201708707424,7.184038773802551,1.441877038897584
1789976270.5400946,7.751201708707424,7.184038773802551,1.5418770418778163
1789976270.63989,7.751201708707424,7.184038773802551,1.6418770448580486
1789976270.740489,7.751201708707424,7.184038773802551,1.7418770478382815
1789976270.8401642,7.751201708707424,7.184038773802551,1.8418770508185143
1789976270.9402273,7.751201708707424,7.184038773802551,1.9418770537987469
1789976271.0398793,7.751201708707424,7.184038773802551,2.0418770567789792
1789976271.140066,7.751201708707424,7.184038773802551,2.141877059759212
1789976271.2401247,7.751201708707424,7.184038773802551,2.2418770627394444
1789976271.3399954,7.751201708707424,7.184038773802551,2.341877065719677
1789976271.4403672,7.751201708707424,7.184038773802551,2.4418770686999096
1789976271.5405352,7.751201708707424,7.184038773802551,2.541877071680142
1789976271.6402586,7.751201708707424,7.184038773802551,2.641877074660375
1789976271.7407959,7.751201708707424,7.184038773802551,2.7418770776406074
1789976271.839839,7.751201708707424,7.184038773802551,2.84187708062084
1789976271.9402196,7.751201708707424,7.184038773802551,2.9418770836010726
1789976272.0397506,7.751201708707424,7.184038773802551,3.041877086581305
1789976272.1399055,7.751201708707424,7.184038773802551,-3.1413082176180485
