t,x,y,yaw
1790075168.204895,8.560848602087045,6.634731241751725,1.6488318176887249
1790075168.3065422,8.560848602087045,6.634731241751725,1.6488318176887249
1790075168.4068718,8.560848602087045,6.634731241751725,1.6488318176887249
1790075168.5049572,8.560848602087045,6.634731241751725,1.6488318176887249
1790075168.6051202,8.560848602087045,6.634731241751725,1.6488318176887249
1790075168.705236,8.560848602087045,6.634731241751725,1.6488318176887249
1790075168.8057194,8.560848602087045,6.634731241751725,1.6488318176887249
1790075168.9049075,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.0049303,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.1050453,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.2050054,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.305004,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.4046566,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.5056608,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.6055048,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.7051294,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.8051503,8.560848602087045,6.634731241751725,1.6488318176887249
1790075169.9051363,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.0048301,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.1048608,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.2050133,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.305362,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.4052224,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.505639,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.6057472,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.705775,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.80678,8.560848602087045,6.634731241751725,1.6488318176887249
1790075170.905021,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.0051591,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.104957,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.2052138,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.3050985,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.4051583,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.5056062,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.6055534,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.7044013,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.8060489,8.560848602087045,6.634731241751725,1.6488318176887249
1790075171.90522,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.0055082,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.1066816,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.2070236,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.3051915,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.4048471,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.505044,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.6061041,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.7049956,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.8052123,8.560848602087045,6.634731241751725,1.6488318176887249
1790075172.9053168,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.0053554,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.1050613,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.2051687,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.3059452,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.4049046,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.506009,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.60546,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.705775,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.8049097,8.560848602087045,6.634731241751725,1.6488318176887249
1790075173.9051454,8.560848602087045,6.634731241751725,1.6488318176887249
1790075174.0064836,8.560848602087045,6.634731241751725,1.6488318176887249
1790075174.1051762,8.560848602087045,6.634731241751725,1.6488318176887249
1790075174.2057462,8.560848602087045,6.634731241751725,1.6488318176887249
1790075174.3048763,8.560848602087045,6.634731241751725,1.6488318176887249
1790075174.4049032,8.560848602087045,6.634731241751725,1.6488318176887249
